GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000114346,0.2969295084476471,0.7997936016511867,0.2117082,0.6308524
ENSDARG00000093687,0.20314615964889526,0.8988648090815273,0.11024259,0.34038588
ENSDARG00000112028,0.12885676324367523,0.7359778490754287,0.16215856,0.5602308
ENSDARG00000037556,0.11165011674165726,0.981424148606811,0.054959424,0.094628334
ENSDARG00000114182,0.08332852274179459,0.9515371703864541,0.06010244,0.15154362
ENSDARG00000114768,0.21760480105876923,0.7247526464257006,0.24647774,0.6733028
ENSDARG00000045802,0.20184068381786346,0.8965893013183988,0.12247833,0.24705411
ENSDARG00000074201,0.48020103573799133,0.6924664602683178,0.21841992,0.726244
ENSDARG00000077072,0.35663682222366333,0.7585139318885449,0.21583095,0.74588406
ENSDARG00000031119,0.491327166557312,0.5603715170278638,0.21917807,0.4058766
ENSDARG00000112965,0.4300447404384613,0.8125389101801768,0.17335522,0.30376714
ENSDARG00000017673,0.1257382035255432,0.9678553424023645,0.08259189,0.18276428
ENSDARG00000102060,0.19855700433254242,0.890608875128999,0.10717454,0.3298787
ENSDARG00000015111,0.3170202970504761,0.8782249742002064,0.2024411,0.42002276
ENSDARG00000021110,0.4100220799446106,0.9422084623323013,0.2275682,0.52200276
ENSDARG00000109877,0.31672099232673645,0.8875240834824523,0.116499685,0.28157514
ENSDARG00000045139,0.4460756778717041,0.7192982456140351,0.115237206,0.2306219
